extension_id	version	permission_score	combination_score	overprivilege_score	label
haaojbnfkagmhogkemenidnhhabdomfp	1.0	0.500000	0.200000	1	1.0
hablfliihompdckikmbpaigceaafnibg	1.2.2	0.000000	0.200000	0	0.0
haegdimjjkcpmceimcljlkkloifelmmo	0.0.1	0.916667	0.500000	1	1.0
hailfnkgjjclemhlohpilfkdknhhdplp	1.1.0	0.000000	0.200000	0	0.0
hakimfbhhmdlgoloomfbolpblpphfigk	0.1.0.1	0.625000	0.500000	1	1.0
haphbbhhknaonfloinidkcmadhfjoghc	2.0.2	0.916667	0.500000	0	0.5
hbiibabdaolgckcmmlkckjkcmmfdagap	0.51	0.812500	0.500000	1	1.0
hbledhepdppepjnbnohiepcpcnphimdj	3.0	0.812500	0.500000	1	1.0
hbmbldhopgknakpcjjlnlllihmebpmdn	0.0.1	0.583333	0.500000	1	1.0
hcecmmhbjjkelmnmbkbmofoadahndjnl	1.0	0.812500	0.515000	1	1.0
hceebpidpnjhcijlmbjaegjdlbahokai	1.2	0.000000	0.200000	0	0.0
hdabkddcdmmbhbheicmnkdkodfjnnpmk	0.3	0.500000	0.200000	1	1.0
hdapnokhdhccnpcbnffekohikiklbpdi	1.0.0.6	0.250000	0.200000	0	0.0
hdgiiplkgepikjeikldodaokigebbblk	1.0.1	1.000000	0.500000	0	0.5
hehemgoeaglnjepieeggeeobpclhbhdo	4.0	0.000000	0.200000	0	0.0
hfahhngbdbbnoppbneklancjeabopfjm	1.0.0.5	0.250000	0.200000	0	0.0
hfnhknklhalcflpahnighaoecbcphlid	1.0.2	0.750000	0.500000	0	0.5
hfokjcacdcgeepemdmgjahdepepllhhc	0.1.0	1.000000	0.200000	0	0.5
hggldlbbkkpnclkimhegjccgeaibeceg	1.0.11	0.000000	0.200000	0	0.0
hgjahjeefnopbmbkejlmmajahbffcnoo	1.1	0.875000	0.500000	1	1.0
hgmdamlakokgpajahplmdkkfcabcmojg	1.0	0.750000	0.500000	0	0.5
hgocnapfpahehjogcjfchlbidfidiooc	1.0	0.750000	0.500000	0	0.5
hgojohbhfgakahcpogdbmddopkmfkofo	1.0.1	0.000000	0.200000	0	0.0
hhdkhgahoilgjjjdjodaknhbhokbcbae	1.0.2	0.000000	0.200000	0	0.0
hhhjcpniklpplaohiebgbfpkedkkghal	1.0.0	0.000000	0.200000	0	0.0
hhphckcekmhnkkjadjdafalalcgphmec	1.1.3	1.000000	0.500000	0	0.5
hhpncjambhfdibbdgaekolafoljhpega	2.0	0.000000	0.200000	0	0.0
hibefehnldcopnkfjihkflpjibfnhcif	2.4	0.562500	0.500000	0	0.5
himmciocmhnindiepdhcfhikjhpgabfa	1.0	0.000000	0.200000	0	0.0
hjcbpgkhjdadpdeibkhcknlcegnmooja	5.6.26	0.000000	0.200000	0	0.0
hjkefilnmobaipjakeckpgmecnfdglga	0.0.1	0.875000	0.500000	0	0.5
hjllohbggnbpnddaohabbeoaldobbjdk	0.1.0	0.000000	0.200000	0	0.0
hjmoppalabkdebcphgbnamjgdhigield	1.0.4	0.666667	0.500000	1	1.0
hjngegmdemogeaoeicnbjhbifhimgedl	1.6.5	0.916667	0.423744	1	1.0
hkfnmhjmbmjjaohoklclobhofhhpgeem	0.0.1	0.875000	0.500000	0	0.5
hkijlmfajnlmeibekmjpjjhplihmginc	1.0.0	0.000000	0.200000	0	0.0
hkmnedphjidphjgpjcpmcdegphikledh	1.0	0.500000	0.500000	0	0.5
hldecljakegombiedfklmmpkcgebjacn	1.0.0	0.000000	0.200000	0	0.0
hlfeocfcjamaopiendpnolckamncpkai	1.0	1.000000	0.500000	0	0.5
hljodblfmmplhdihdglbnffiaikaijdn	1.0.1	0.750000	0.500000	0	0.5
hlkfcgicfhdclebhcenackakckajfdnc	1.4.2	0.750000	0.500000	0	0.5
hllekbchnfikjpbdielihahenjmbpach	11.1.6	0.800000	0.500000	1	1.0
hlohamkliohlkekdnllogfoiinllomgg	2.0.0	0.000000	0.200000	0	0.0
hmankdkgooppamccokcjigmhciihdpfi	1.1.8	0.875000	0.500000	1	1.0
hmpekchefpldhhhmphmbejncopdelfmj	1.2.0	0.000000	0.200000	0	0.0
hnalipghloklcikfgmbjdadiioinlepm	1.0.7	0.800000	0.515000	1	1.0
hnhfbkifbdghfaomkfmopoefmmafhelb	2.20	0.785714	0.515000	1	1.0
hniimmenimdhfhkojpfbpkjmphmlcepb	1.2007.0	0.562500	0.500000	1	1.0
hnoflbopfnoomalnonacdcdjfkfblpdc	1.0.0.13	0.666667	0.500000	1	1.0
hokcmoganpomhjpgjlplpjldommjodlh	3.1.1	0.785714	0.423744	1	1.0
hoklmmgfnpapgjgcpechhaamimifchmp	6.11.0	0.916667	0.574330	1	1.0
homnophpjlhlpaglnfpomcambjmgceem	1.1.1	0.875000	0.500000	0	0.5
iacgllakgepjfgodoamgegaoiicaffbc	1.1	0.500000	0.200000	1	1.0
iadclpbelegbpfdboochnffaacokfjid	2.1	0.750000	0.500000	0	0.5
iadjfokfegfhcccfplkhhjfooobkomee	1.3	0.625000	0.500000	1	1.0
iaiofhagoimabhikeglgnflhnbkejjag	2.4.4	1.000000	0.500000	0	0.5
ialildpofiodmdbjmblfmnodmjfoblmn	1.0.0	0.000000	0.200000	0	0.0
iappjckcpdgaldhidpakejipgmcligee	1.3	1.000000	0.500000	1	1.0
ibgibljibkajggogbjgndicklicadoci	0.0.1	0.000000	0.200000	0	0.0
ibhbkdinchlcilnfgacoigepkabeknpi	1.2.2.2	0.875000	0.500000	0	0.5
ibhdngmggbgccjdnjkdchlnfgldpmekf	0.0.1	1.000000	0.200000	0	0.5
ibnheiimocabbfkeebechfjjnpbdcakj	1.1.1	0.833333	0.429987	0	0.5
ibocgdgnkbabcgfhianjfjgekagcdjjj	2.7.7	0.625000	0.500000	0	0.5
icbhlpeofdnainmeojihchbgfffhpaeb	0.3	0.750000	0.500000	0	0.5
iccphodnihffccfhnonkhcjjhjjknkmd	3.0.3	0.000000	0.200000	0	0.0
icdgkinlkpckhjaoebhpjilnpehkkdpk	2.9.0	0.583333	0.500000	0	0.5
idhemoiimcnabhgacjhbchejeeeejdog	4.1.1	0.750000	0.500000	1	1.0
iecdjconmbcifkceaopliaiiednjeipk	1.1.1	0.000000	0.200000	0	0.0
iejhfdkllnilionbnabnhnckhacklcab	1.0.0	0.750000	0.500000	1	1.0
ieodphphhphnlmamoioncnmfhpfhapec	1	0.583333	0.500000	0	0.5
ifecgdcpiihfohndilbinfhajbhfcimf	1.5	0.666667	0.500000	1	1.0
iffoioecflpiifdjboeihngllbfjhjcg	3.0.0.4	0.785714	0.500000	0	0.5
ifgpkoomfngpmnjmoaidmkmmjjkdhfmn	2.4.0	0.875000	0.500000	0	0.5
ifheekhmdaigamlelccplkjdgoelipmj	1.0.0.4	0.000000	0.200000	0	0.0
ifilpgffgdbhafnaebocnofaehicbkem	1.0	0.000000	0.200000	0	0.0
ifojdgoeajgcccjecfllhaajkpabeaie	0.0.1	0.750000	0.500000	1	1.0
igbendjpkcoabckoioakidgchhmncfpd	1.0.2	0.000000	0.200000	0	0.0
igclanpfdlfdjejolbccfiahebhllfae	1.0.2	0.916667	0.500000	1	1.0
igekcdidbcbeiglbieknbnljlkjnenlj	0.0.8	0.000000	0.200000	0	0.0
iggjefalbpnkpcmcfpolfkcljnimkldp	1.0	0.000000	0.200000	0	0.0
ighdimaffbhlikdnbknegobblbanofff	1.0.0.6	0.750000	0.500000	0	0.5
igkbdaplepnpndogkffkjiloifoejmen	1.0	0.500000	0.200000	1	1.0
igndlohkanjlkpafiecjdijfngdkjnmj	1.0	0.500000	0.200000	1	1.0
igpdcnepljjmmjlkganfhnopaaoegjdi	3.2.0.6	0.785714	0.500000	0	0.5
ihhbmpkjdilkmlcdbmcelkipfijepnji	1.0.0.2	0.750000	0.500000	0	0.5
ihkkfjgomaenfaldplbmlicgepnjjmgl	0.1.2	1.000000	0.500000	0	0.5
iifppfbgpnabjmhhmpeemhbipeiglkag	1.6.2	1.000000	0.500000	0	0.5
iihmocijedaafjbmkeecoghaecogolna	1.0	0.875000	0.500000	1	1.0
iiibjffjcmjjajohdldojliikgagbobe	1.0	0.750000	0.500000	1	1.0
iilkblbgalopmikkgipnocmlbnaifllm	0.0.1	0.000000	0.200000	0	0.0
iiopbdanicaeijelgbbilpmoeongakkf	1.9	0.833333	0.500000	1	1.0
iippnjcpbbddgnmhcigghjelahamkbdi	1.3.2	0.750000	0.500000	1	1.0
ijbdjbpajbalhdilgehoeoibmjdmacol	1.1.0	0.750000	0.500000	0	0.5
ijdffckikmogijoegijnckdgoomlgdmg	1.0.0	0.000000	0.200000	0	0.0
ijelnahiojlfbmiihbmgkaldffppfelp	1.2.52	0.750000	0.500000	0	0.5
ijglgcedpcjoologembfajabelbpkgdj	1.2	0.937500	0.500000	1	1.0
ikckeofkodifebhbncjfcooodolkebkk	1.0	0.000000	0.200000	0	0.0
ikconfogmcdgdjpleibiljoalmamnpcc	1.0	0.625000	0.500000	1	1.0
ikgcodpadebfichchbdffdhnimoidbgh	1.0	0.000000	0.200000	0	0.0
ilajljhjhapencaaljdeedfdencpkcii	1.3.5	0.000000	0.200000	0	0.0
ilcmaphgcalflbbkcpdakklbigeifmcm	0.1	0.500000	0.200000	1	1.0
iljkhehdlmkbgdlnpkflfhobghfdkail	0.1	1.000000	0.500000	0	0.5
ilnmljeceddiodghbgohocfbmlbmagga	1.0	1.000000	0.500000	0	0.5
imccchinfcnnpjoicclggnpdenhachco	1.0.0.4	0.772727	0.703109	1	1.0
imfccoakmjplhakflfamfikhcdimlebg	3.0.3	0.750000	0.423744	1	1.0
immjhkmkjkabmebaecdgjocokmiionlc	1.0	0.000000	0.200000	0	0.0
inekblakmkjablbkinpgdcicgpgndhbb	1.0.0	0.000000	0.200000	0	0.0
inenmcialdjmbcjacgipalphlgbneced	1.0.0	0.750000	0.200000	1	1.0
innongccolaibdmofgfnodckkdoenjlk	0.1.2	0.750000	0.500000	1	1.0
iocfihclbaejhbhdbepjibonaaccpank	1.0.0	0.750000	0.500000	0	0.5
iodpkjlfapfmnnnpkhdblobdfifohnhb	1.1.0	0.000000	0.200000	0	0.0
iofckehgocacfnpfgbcgpmgblkccjpnk	1.5.0	0.875000	0.500000	1	1.0
ioiknbncepjahehjefmnjbnenmlcoado	1.0	0.750000	0.500000	0	0.5
ipcgahnfjeekgcmhclomfmeibdajgloc	1.0.28	0.791667	0.500000	0	0.5
ipjahghegoomngoikgmnngibghgockhm	0.2	0.250000	0.200000	0	0.0
iplligpochmpifkhfflopihdfmfbglkc	1.0	0.625000	0.500000	1	1.0
ipoponhlhjpkbkiieflcjjfeofgicdeg	2.0.8	0.694444	0.500000	1	1.0
jacholcfpdkjcpeidonflghgmpdjihem	2023.12.28	0.625000	0.500000	1	1.0
jafleobgleclheijmddfnmfmoipmjjpk	1.2.6	0.875000	0.500000	0	0.5
jagbaleailjjnifodmdodnedjfoeggde	1.5.1	0.000000	0.200000	0	0.0
jampfdkpcoalfbgifjoogcananhneolf	1.0.0.8	0.750000	0.500000	0	0.5
jappiofnhfolelcaeoimjcodghnnkfbk	3.6	0.791667	0.500000	1	1.0
jbbhlengakjnmikcaooaeckflbnfglhp	5.8.0	0.875000	0.423744	1	1.0
jbfimaaimbecgalmlnmokckdichjhpcb	0.1.1	0.000000	0.200000	0	0.0
jbjlabnogcnkpkbdoembelhkneffpmdc	2.1.0	0.562500	0.500000	1	1.0
jbmpomloomhbfflncpmcmfajbppfddjk	0.1	0.750000	0.500000	1	1.0
jbplmalhdmiimfdpjocmhkpffopfgade	1.1.0.30	0.750000	0.500000	0	0.5
jcbhcgdilhchpnadjnaffbkfficlnfcb	1.0	0.875000	0.500000	0	0.5
jcbkbamcpmmenihgiggegadgkkdnbnfd	1.5	0.000000	0.200000	0	0.0
jchbidakaemcgeapildflgmicgbhoegb	1.0.0	0.800000	0.500000	0	0.5
jcjcaogibefmaicmedbedfgjokfehimb	1.0	0.000000	0.200000	0	0.0
jclgampdjljmiadmfpolkhlpmlebcocj	1	0.875000	0.500000	0	0.5
jcopmfepjeikiboeenbmpomicdnkmbhf	1.0	0.000000	0.200000	0	0.0
jdbjjhhlifcdbimnnbbfhgdpkmnadiik	1.0.2	0.000000	0.200000	0	0.0
jdlddbgjpiammojoflhimhfbgindkblj	1.0	0.583333	0.500000	1	1.0
jdlnooljpbijcnlgocdegmibdlnkljde	1.0.3	0.805556	0.500000	1	1.0
jefekhkflihponopkgccdmgfldmbcgcj	1.0.4	0.785714	0.500000	1	1.0
jegeklcfgfcjbcbcabblbhdakfaibckn	4.0	1.000000	0.500000	0	0.5
jehbgmcoamnlbcclgglmcldpbjlaeljh	2.0	0.750000	0.500000	0	0.5
jeidbjmmapdnnabckapgagcnfaimibcg	1.1.0	0.000000	0.200000	0	0.0
jepdheoimelcllnhlnjekngbpigeccno	1.0	0.000000	0.200000	0	0.0
jfdknaajakbokfphociihfnlchbanppi	0.0.1	0.583333	0.500000	1	1.0
jffbgkogbnnojbkjkpkammfgoncpmpih	0.1	0.750000	0.500000	1	1.0
jfflfcaobccnpijfocpfcholcpnkeomg	0.0.7	0.750000	0.500000	1	1.0
jfkdldphhilhmdldnbehhofmdbfofmce	2.5	0.500000	0.500000	1	1.0
jfleknlfknjhcachmkebdehenfhgmppj	1.0.1	1.000000	0.500000	1	1.0
jfopmhmjaachjlelbmeglffjkghkgpbm	1.2	0.000000	0.200000	0	0.0
jgapoemhdipcfgiccpgmllcbbpljhlmc	1.0.0	0.750000	0.500000	1	1.0
jgealhbknfjhffedciigejkicpdnmhli	1.0.3	0.750000	0.500000	0	0.5
jgffcjlffcnbmijmfdobnpgfdnfdiiop	2	0.750000	0.500000	0	0.5
jggkmllkohmnjiconnimmjbloefdjfak	1.0	0.916667	0.500000	0	0.5
jgioibjoooknicfhmknejkmbkilnpboh	2017.3.21.0	0.812500	0.500000	1	1.0
jgoodloccokekgkfelfbibbcfmabablf	5.0.0	0.812500	0.423744	0	0.5
jhbdikgkagiebkjkdkhcbpndlejjagca	1.2.2	0.714286	0.500000	1	1.0
jhmjdhffddkjnobmogepoljacbjacbeb	1.1.2	0.000000	0.200000	0	0.0
jibkegamgdjcakcgidjedlihglgpfhca	1.02	0.750000	0.500000	0	0.5
jiihcciniecimeajcniapbngjjbonjan	4.0.15	0.675000	0.676699	1	1.0
jindoejlddplmfddefdcfianbhgooldi	0.1.0	0.666667	0.500000	1	1.0
jiohikojgffhbidpfimmbocakfmhblfj	1.0.0	0.750000	0.500000	0	0.5
jjmpolanogoifpcppmalpdcfkjlicoai	0.0.1	0.625000	0.500000	1	1.0
jjonniheadmkcljeocjlkgkgkdnjgnjn	2.1	0.875000	0.500000	1	1.0
jkaddaomlnmhfjghihkioafdeacbdlla	3.2.0.4	0.785714	0.500000	0	0.5
jkbhhgjijphblgjmcdbekfppcocokffj	0.0.1	0.000000	0.200000	0	0.0
jkbmgmknmajfmohjkdplckdlgmohliid	0.0.3	0.750000	0.500000	0	0.5
jkcknopfimgooianhpalbehiagobodmf	1.0.1	0.875000	0.500000	1	1.0
jkkkekhdhhdankhpjmbjllfmhiiieigg	1.0	0.666667	0.500000	0	0.5
jliflimkjclgbmfficnhimfdmmikpabb	1.2	0.000000	0.200000	0	0.0
jljhmioomlodmbkabilimlcjhbloldda	0.2	0.625000	0.500000	1	1.0
jlnlkhjoffmjcldjhabmbjkmpofhdboo	1.0.3	0.937500	0.500000	1	1.0
jmchcpenoadkbibjokfpmdclgpeabmfp	1.5.0	0.666667	0.500000	0	0.5
jmglbofkoehdcbaigahpimmbkfdlepdj	1.0.2	0.000000	0.200000	0	0.0
jmiefnjomlkbepebkgjjojncfmoplnko	1.3	0.000000	0.200000	0	0.0
jmkilpflfppmllmflopbhmjelomcokab	1.0	1.000000	0.500000	0	0.5
jmknpincljfjkkljahbflgideobafdmo	1.0	0.666667	0.500000	1	1.0
jmlcildnngnpajfonnejaaghcblmefea	0.0.1	0.000000	0.200000	0	0.0
jnbbejdgeiejngcmeebgfmpadgiioana	0.5	0.750000	0.200000	0	0.5
jnnbpljconmbempgfgjdfaclacgmdfci	1.2.2	0.700000	0.500000	1	1.0
jnoihbhinehnnacdkkenplhhjmbljbbd	1.0.0	0.500000	0.200000	1	1.0
joajajngmlcjmoppoikgikkpkhmoldhc	1.1	1.000000	0.500000	1	1.0
jokhdedhpjlobfbnokhfjipjdhboiing	1.0.3	0.875000	0.500000	0	0.5
jokklejjmjdpjjldpfhkegomonhebgkm	1.0.1	0.000000	0.200000	0	0.0
joomclghngmikiiooffbhfkmijfdhckc	0.3	0.750000	0.500000	1	1.0
jphkcmgddfekbkbcpgbcodeelbkooibb	1.1.0	0.000000	0.200000	0	0.0
jpkmejpphhbneofjacfbbnmanhjpfcen	1.0	0.750000	0.500000	0	0.5
jpmkokhmolfioeoneedlengefofdhjka	0.0.4	0.812500	0.500000	1	1.0
kablckeallljpgnkaifaeckgkaejhpjp	1.2	0.750000	0.500000	1	1.0
kackikpmidpcjgikkbheojmmgjmepldg	1.2	0.700000	0.500000	1	1.0
kaiojiaeggiemoiloakcinkmacbinhpn	1.1.1	0.875000	0.500000	0	0.5
kajpeiiebbagekmcbgpmhkhfmikhjhab	1.0	0.625000	0.500000	1	1.0
kakmanlkbacoehanankgdpnholloaokd	1.1	0.750000	0.500000	0	0.5
kamfleanhcmjelnhaeljonilnmjpkcjc	0.0.96	1.000000	0.200000	0	0.5
kbcgecpphhdahnngcgpdbffckegfgaep	1.4	0.000000	0.200000	0	0.0
kbenfbfnjbiimkofkpbhnomgepbnmbdc	0.1.9	0.800000	0.515000	1	1.0
kbflamnakpkmbppokebpbnnflndjkchb	1.0	0.000000	0.200000	0	0.0
kbgjdokhhimgopglbgdddbeaafpofecg	1.0	0.892857	0.515000	1	1.0
kcgclfcofjbhkbbinmjhkcpdjblfmojm	1.3	0.000000	0.200000	0	0.0
kchahkijanbmkjleblhembejfekniplg	1.0.1	0.500000	0.500000	0	0.5
kchmalaonfapldkmmfphcjjohdiefdco	0.0.9.4	0.875000	0.500000	0	0.5
kchmmedjlapnabogckijeemliehiiepa	1.5	0.000000	0.200000	0	0.0
kciepbnilnenbodanckfnkbcbnomijaf	1.0.0	0.000000	0.200000	0	0.0
kdgcliklfndcdgoaaijlboiheojjcmno	1.0.0.6	0.750000	0.574330	1	1.0
kdhgchajeegpdoffcpimcbhmopponmld	1.0	0.000000	0.200000	0	0.0
kdjlcchhpbjnblfkkbaboaikpekegblb	0.5.0	0.000000	0.200000	0	0.0
kdnjciinggdahmclemhkghbpodckhomj	1.3	0.000000	0.200000	0	0.0
kedcjkkkabjjhbadhabaikbpcdodhopl	1.1.0	0.833333	0.200000	0	0.5
kemlakfjdccaejfgcdpbkdpgmdcldknh	4.2	0.000000	0.200000	0	0.0
kepejknbdhbkcmphaomecgobapcnldfo	0.1.18	0.750000	0.500000	0	0.5
kgambmiffofnaaffbhkfahpejgpainfh	1.3	0.562500	0.500000	1	1.0
kgenkdpnlkjnidkldpbnfplchghdfckb	4.0.0.1	0.750000	0.574330	1	1.0
kggpndclohddceijekoijhhmcclpfjag	4.0.0.1	0.750000	0.574330	1	1.0
kgjcefhnfhpoodnfgndabophdflbngej	1.185.0	0.613636	0.429987	1	1.0
kgmajpgjieiieeeblodcchgpcahgennp	1.0.1	0.000000	0.200000	0	0.0
khdjekphkbfboeejlccgnndhcklifomc	1.0.7	0.500000	0.500000	1	1.0
kieflbdkopabcodmbpibhafnjalkpkod	0.0.19	0.687500	0.500000	1	1.0
kiipnpndokinnnalilbdaobikndhiejk	1.0.0	1.000000	0.500000	1	1.0
kinjdhemoapmhbkmgnfeinlcjoegognk	1.0	0.666667	0.500000	1	1.0
kiphnibchhhbafhhofgbmfckldlladla	1.1.1	0.000000	0.200000	0	0.0
kjjcelfokaohpfalfcibhajdhonklhjn	1.0.0.1	0.805556	0.676699	1	1.0
kjkefnldhelkogdhfiinddepofjbgmna	0.1.9	0.625000	0.500000	1	1.0
kjnpkcndbjmheeenngfemcmcjfeahefa	1.0	0.000000	0.200000	0	0.0
kkfdfpjmojpjidgogcogbegjljlpjccg	0.1	0.750000	0.500000	1	1.0
klapmcfidiacdlmblaakdidelleofhfj	1.0	0.000000	0.200000	0	0.0
klbcojejiagaifeddlijdglckpaoiccf	1.0.0	0.562500	0.500000	0	0.5
kmbflhmfogfakdccoepoigaomfaeagkc	1.0	0.000000	0.200000	0	0.0
kmclndnplgiopiolgbionpjhkblajjih	1.02	1.000000	0.500000	0	0.5
kmdecbclihhhlabbacccfggjkjopkgjn	1	0.687500	0.500000	1	1.0
kmgcgkcindbbofancfldhiadchhojjlf	0.1.4	0.000000	0.200000	0	0.0
knbgnkbnnmelfaahhoenjjpgmoddglnn	1.0.1	0.000000	0.200000	0	0.0
knghkmkklcgdcojlkbhiiclpioocaope	1.0	0.000000	0.200000	0	0.0
kngmbepbohaeeihlfmkdcdcccejkhjhn	1.0.0	1.000000	0.500000	0	0.5
knlehcmclmplgkefkpgomdncbknaomem	1.0.0	0.812500	0.500000	1	1.0
knmnlmpjbgkbkapclccbaihobgocfgad	1.0	0.000000	0.200000	0	0.0
knpgaiopijelgaapdoobdhobkckfapeo	1.4	0.750000	0.500000	1	1.0
knphmmknpljkidmoglonpgdokoibniad	1.0.0	0.000000	0.200000	0	0.0
kobbmdfjlomakecdpepifkmoanncaljg	0.0.4	0.875000	0.500000	0	0.5
kpdinnadjpchboghbpdimfdhkhedcgdp	1.0	0.000000	0.200000	0	0.0
kpfkahmemaklmiealeiohgbmkmppmiij	0.4	0.750000	0.500000	0	0.5
kpmmeoijonpogcdbjlkghobbkngipihn	1.0	0.000000	0.200000	0	0.0
kpoiiiiggkhkbeiolfhkkiblldfdpbfm	1.0.5	0.000000	0.200000	0	0.0
laalgnkenigdpjhfpbgannlkhmokcddi	1.1.5	0.000000	0.200000	0	0.0
lanhfoacdinlfmameekhbfhlnbhckejn	1.5.0	0.000000	0.200000	0	0.0
laoljecggfkekkmnncgahkaaiiephcll	6.5.1	0.583333	0.500000	0	0.5
lbboccblgnomehmlbkdmplakhlfmcekp	1.5.8	0.875000	0.500000	0	0.5
lcbmijabmhohpnmdjbioodhdlaimbdcf	1.1	0.750000	0.500000	0	0.5
lcgccgplnnipmdbmmdkdpeppmaddpkmp	1.0	0.000000	0.200000	0	0.0
lckjfjnkngpmcommhajdilngdhdclica	0.11.3	0.892857	0.500000	1	1.0
lcmjjlpbbbmmiicpniedfihmffmpbfgf	1.2	0.000000	0.200000	0	0.0
ldebpgljdepoakcfedmacnjmflebifej	3.2.0.3	0.785714	0.500000	0	0.5
ldeeddhdmecehbicglfgmhbfmcdfnhbb	1.1.0	0.000000	0.200000	0	0.0
ldhdipkofibjleihomflebfklhadikio	1.0.1.3	0.625000	0.500000	1	1.0
ldlcapdmaddcmhnmelfehiklgclgknhk	1.0.0	0.000000	0.200000	0	0.0
ldnbjncokcakipbpkpmgpaeklpbjlpck	1.0.0.1	0.750000	0.500000	0	0.5
ldopalelffalhfdpfnljnepkglbocdgg	1.1.1	0.750000	0.500000	0	0.5
lefhacklblefjnbaklhkgpfijmcbnjna	1.0.0	0.750000	0.500000	1	1.0
lejbibljgiojigkpkhmdgdhmiaddgidd	1.0.5	1.000000	0.500000	0	0.5
lejeienjknhfoipcfjmbjpleomgchphk	1.5	1.000000	0.200000	0	0.5
lenpmadeeejkiiakkfodkpakhnegmlcb	1.5.2	1.000000	0.500000	1	1.0
lfeekbkgfbkkkcokfdhdekcgpjjfajai	1.0.0	0.833333	0.500000	1	1.0
lfenbndaegjkimfbfedaomeommggjfge	1.0	0.000000	0.200000	0	0.0
lfhdinkalkpbbhnnpigdoneblecegkpb	1.0.0.1	0.750000	0.500000	0	0.5
lfinfcojoohfpoofkiljeechakoionpa	1.01	1.000000	0.200000	0	0.5
lfmjjofgphnfjakbolngnmbodcdkigdl	1.0	0.650000	0.500000	1	1.0
lgbgcpeebmbbjnebpdjngemjmliocglf	0.0.1	0.875000	0.500000	0	0.5
lglejjgoedanmmfkphdkaphgebbnnjkm	1.1	0.000000	0.200000	0	0.0
lgmcbdmjmepiccgkicmgomihgpipjkih	1.0	1.000000	0.200000	0	0.5
lhaaafdljjpkmcihkobkkcmjfnhdincf	2.0.0	0.750000	0.500000	0	0.5
lhackjkhpceioajennpfmobgdcfjeljk	1.1	0.750000	0.500000	0	0.5
lhhhnjkbpmidgahlbhmkeckenlainhle	1.1	0.000000	0.200000	0	0.0
lhkmcagjglbchccdapmglhalogmmeoah	0.0.2	1.000000	0.500000	0	0.5
likpnpkjcobhhnngegpohcebgaolfikm	1.0.0	0.500000	0.200000	1	1.0
limemoifnaonjflnmlnbachimddmkbcm	1.0	0.708333	0.500000	1	1.0
ljakegdiciiaapigfmoghcehjpegicai	1.3	0.000000	0.200000	0	0.0
ljbadfnkbocoioieekdiikcjffinaolf	1.0.0	0.000000	0.200000	0	0.0
ljbdfahnkliihmkcamhpchjohaaegicj	0.1.0	0.750000	0.500000	1	1.0
ljdbiecgdoagopbplcaliknlmckdblpm	0.1.1	0.750000	0.500000	1	1.0
ljfliehnflhpkclbblfjnbgigeenohlh	1.0.5	0.812500	0.500000	0	0.5
lkdlmbknllgghgdnaikidpefpncigkgp	1.0	1.000000	0.200000	0	0.5
lkkljompaeogkcoejjimnikgdehiccal	0.0.1	0.583333	0.500000	1	1.0
lklfhpmgamcbbfaoomlggnjmahjoffpl	1.0	0.000000	0.200000	0	0.0
llhcgnaocnppneecpdpghcbmphknpbhf	1.2	0.875000	0.500000	0	0.5
llihommpenahjnbodaokfamncmhffijj	3.0.0	0.875000	0.423744	1	1.0
llonmmijihonahfilmaiemdjbfhgioof	0.0.11	0.805556	0.574330	1	1.0
lmbgndjaiemmidfecifjijpeahajhpea	2.37.10	0.833333	0.500000	0	0.5
lmimhhldnpomhemggecognkkpkandgdl	1.3	0.000000	0.200000	0	0.0
lmmioleenacoalnjphdphkfemckpnmpf	1.0	1.000000	0.500000	0	0.5
lmmpjincoilkndipbbpaojcpamfacbel	1.0.1	0.750000	0.703109	1	1.0
lngihebkimlakjpmmanjgknemcigndab	1.0.1	0.833333	0.574330	1	1.0
lngnccmhganinbandhoogjlmpkakmldi	1.2	0.750000	0.500000	0	0.5
lnhhjflgkbgkgpbnoocfgodbmbdelcio	0.0.1	0.000000	0.200000	0	0.0
lnmgfgegbpieocnhkajlllfigkackogn	1.2.1	0.892857	0.627487	0	1.0
lnnadnefhhckeccfbnbnabonnhbbiopg	0.0.1	0.750000	0.500000	1	1.0
lnpnddjfmahpcahlngckmiondmnekipf	1.6	0.875000	0.500000	1	1.0
loadoihlbodbdkfaphpeoojlemccdakd	3.2.0.5	0.785714	0.500000	0	0.5
loandcfokloijhjkdlhbccefekekkfdf	0.0.1	0.000000	0.200000	0	0.0
locogdiaghpljdgjmmigelnoboecpbcc	1.0	0.000000	0.200000	0	0.0
lodlkeaogndjodfllhmnpipehkmlpipj	1.1	0.650000	0.500000	1	1.0
logflndckigpejbklolkijlmmdgfpiek	1.0.0	0.000000	0.200000	0	0.0
lognbnciemmnjcgcgbpfniajnkddhoel	1.0.0	0.000000	0.200000	0	0.0
loiflpemnpdpankndmeeoogfehpiakil	3.0.0	0.833333	0.200000	0	0.5
lpfigbkckbojbjnmhapmfekljbhclhhj	2.0.5	0.805556	0.500000	1	1.0
lpmelddmkgimoaokdngaicmkagcpleep	1.5	0.937500	0.500000	0	0.5
lppejjkaojodmgkihianbhangdplfoan	0.0.32	0.625000	0.500000	1	1.0
madafhibjmdfbgngbimfegjdlddkefle	0.19	0.937500	0.500000	0	0.5
maomigaimpcmncjenjangipchhinjjnm	3	0.000000	0.200000	0	0.0
